"user_index","child_id","item_rank","story_id"
1,71,1,"24"
1,71,2,"34"
1,71,3,"60"
1,71,4,"63"
1,71,5,"95"
1,71,6,"146"
1,71,7,"151"
1,71,8,"170"
1,71,9,"194"
1,71,10,"210"
2,94,1,"24"
2,94,2,"34"
2,94,3,"60"
2,94,4,"63"
2,94,5,"77"
2,94,6,"95"
2,94,7,"96"
2,94,8,"146"
2,94,9,"151"
2,94,10,"170"
3,362,1,"24"
3,362,2,"34"
3,362,3,"60"
3,362,4,"63"
3,362,5,"77"
3,362,6,"95"
3,362,7,"96"
3,362,8,"146"
3,362,9,"151"
3,362,10,"170"
4,547,1,"9"
4,547,2,"41"
4,547,3,"68"
4,547,4,"75"
4,547,5,"82"
4,547,6,"109"
4,547,7,"142"
4,547,8,"356"
4,547,9,"507"
4,547,10,"570"
5,674,1,"24"
5,674,2,"34"
5,674,3,"60"
5,674,4,"63"
5,674,5,"77"
5,674,6,"95"
5,674,7,"96"
5,674,8,"146"
5,674,9,"151"
5,674,10,"170"
6,984,1,"24"
6,984,2,"34"
6,984,3,"60"
6,984,4,"63"
6,984,5,"77"
6,984,6,"95"
6,984,7,"96"
6,984,8,"146"
6,984,9,"151"
6,984,10,"170"
7,1470,1,"24"
7,1470,2,"34"
7,1470,3,"60"
7,1470,4,"63"
7,1470,5,"77"
7,1470,6,"95"
7,1470,7,"96"
7,1470,8,"146"
7,1470,9,"151"
7,1470,10,"170"
8,1570,1,"24"
8,1570,2,"34"
8,1570,3,"60"
8,1570,4,"63"
8,1570,5,"77"
8,1570,6,"95"
8,1570,7,"96"
8,1570,8,"146"
8,1570,9,"151"
8,1570,10,"170"
9,1644,1,"24"
9,1644,2,"34"
9,1644,3,"60"
9,1644,4,"63"
9,1644,5,"77"
9,1644,6,"95"
9,1644,7,"96"
9,1644,8,"146"
9,1644,9,"151"
9,1644,10,"170"
10,1663,1,"24"
10,1663,2,"34"
10,1663,3,"60"
10,1663,4,"63"
10,1663,5,"77"
10,1663,6,"95"
10,1663,7,"96"
10,1663,8,"146"
10,1663,9,"151"
10,1663,10,"170"
11,1702,1,"24"
11,1702,2,"34"
11,1702,3,"60"
11,1702,4,"63"
11,1702,5,"77"
11,1702,6,"95"
11,1702,7,"96"
11,1702,8,"146"
11,1702,9,"151"
11,1702,10,"194"
12,1935,1,"24"
