"user_index","child_id","item_rank","story_id"
1,71,1,200
1,71,2,385
1,71,3,410
1,71,4,517
1,71,5,714
1,71,6,766
1,71,7,982
1,71,8,1453
1,71,9,1479
1,71,10,1816
2,94,1,4
2,94,2,380
2,94,3,416
2,94,4,859
2,94,5,932
2,94,6,960
2,94,7,1451
2,94,8,1495
2,94,9,1819
2,94,10,1826
3,362,1,58
3,362,2,369
3,362,3,394
3,362,4,499
3,362,5,689
3,362,6,1212
3,362,7,1526
3,362,8,1549
3,362,9,1566
3,362,10,1908
4,547,1,146
4,547,2,573
4,547,3,800
4,547,4,838
4,547,5,918
4,547,6,1164
4,547,7,1167
4,547,8,1571
4,547,9,1908
4,547,10,1953
5,674,1,311
5,674,2,637
5,674,3,687
5,674,4,772
5,674,5,853
5,674,6,1261
5,674,7,1286
5,674,8,1532
5,674,9,1577
5,674,10,1963
6,984,1,27
6,984,2,62
6,984,3,138
6,984,4,799
6,984,5,1024
6,984,6,1101
6,984,7,1168
6,984,8,1277
6,984,9,1468
6,984,10,1775
7,1470,1,680
7,1470,2,982
7,1470,3,1277
7,1470,4,1289
7,1470,5,1300
7,1470,6,1377
7,1470,7,1400
7,1470,8,1571
7,1470,9,1749
7,1470,10,1932
8,1570,1,45
8,1570,2,282
8,1570,3,351
8,1570,4,499
8,1570,5,517
8,1570,6,952
8,1570,7,1132
8,1570,8,1280
8,1570,9,1302
8,1570,10,1352
9,1644,1,479
9,1644,2,586
9,1644,3,1150
9,1644,4,1191
9,1644,5,1209
9,1644,6,1363
9,1644,7,1639
9,1644,8,1661
9,1644,9,1677
9,1644,10,1909
10,1663,1,352
10,1663,2,373
10,1663,3,479
10,1663,4,624
10,1663,5,690
10,1663,6,693
10,1663,7,755
10,1663,8,1464
10,1663,9,1775
10,1663,10,1785
11,1702,1,9
11,1702,2,30
11,1702,3,138
11,1702,4,317
11,1702,5,576
11,1702,6,739
11,1702,7,1398
11,1702,8,1811
11,1702,9,1909
11,1702,10,1955
12,1935,1,132
12,1935,2,257
12,1935,3,479
12,1935,4,1060
12,1935,5,1277
12,1935,6,1352
12,1935,7,1403
12,1935,8,1406
12,1935,9,1675
12,1935,10,1903
13,2062,1,401
13,2062,2,591
13,2062,3,661
13,2062,4,1141
13,2062,5,1315
13,2062,6,1375
13,2062,7,1591
13,2062,8,1681
13,2062,9,1872
13,2062,10,1957
14,2098,1,21
14,2098,2,79
14,2098,3,211
14,2098,4,431
14,2098,5,582
14,2098,6,1126
14,2098,7,1453
14,2098,8,1495
14,2098,9,1548
14,2098,10,1955
15,2302,1,313
15,2302,2,484
15,2302,3,839
15,2302,4,1173
15,2302,5,1504
15,2302,6,1518
15,2302,7,1613
15,2302,8,1619
15,2302,9,1669
15,2302,10,1709
16,2462,1,449
16,2462,2,527
16,2462,3,1041
16,2462,4,1095
16,2462,5,1098
16,2462,6,1227
16,2462,7,1358
16,2462,8,1528
16,2462,9,1854
16,2462,10,1899
17,3037,1,176
17,3037,2,198
17,3037,3,345
17,3037,4,540
17,3037,5,1368
17,3037,6,1382
17,3037,7,1423
17,3037,8,1465
17,3037,9,1746
17,3037,10,1938
18,3051,1,378
18,3051,2,406
18,3051,3,570
18,3051,4,745
18,3051,5,1254
18,3051,6,1543
18,3051,7,1620
18,3051,8,1661
18,3051,9,1685
18,3051,10,1805
19,3100,1,579
19,3100,2,618
19,3100,3,1335
19,3100,4,1344
19,3100,5,1424
19,3100,6,1425
19,3100,7,1481
19,3100,8,1543
19,3100,9,1584
19,3100,10,1819
20,3928,1,14
20,3928,2,145
20,3928,3,449
20,3928,4,527
20,3928,5,636
20,3928,6,762
20,3928,7,1010
20,3928,8,1057
20,3928,9,1072
20,3928,10,1732
21,3994,1,155
21,3994,2,360
21,3994,3,431
21,3994,4,449
21,3994,5,790
21,3994,6,1021
21,3994,7,1112
21,3994,8,1228
21,3994,9,1239
21,3994,10,1356
22,4231,1,107
22,4231,2,427
22,4231,3,444
22,4231,4,572
22,4231,5,997
22,4231,6,1332
22,4231,7,1451
22,4231,8,1470
22,4231,9,1691
22,4231,10,1781
23,4318,1,193
23,4318,2,267
23,4318,3,369
23,4318,4,561
23,4318,5,599
23,4318,6,768
23,4318,7,867
23,4318,8,1095
23,4318,9,1234
23,4318,10,1562
24,4536,1,236
24,4536,2,471
24,4536,3,744
24,4536,4,805
24,4536,5,1199
24,4536,6,1283
24,4536,7,1430
24,4536,8,1563
24,4536,9,1725
24,4536,10,1791
25,4548,1,9
25,4548,2,14
25,4548,3,63
25,4548,4,266
25,4548,5,291
25,4548,6,328
25,4548,7,385
25,4548,8,443
25,4548,9,1664
25,4548,10,1975
26,5335,1,74
26,5335,2,151
26,5335,3,552
26,5335,4,984
26,5335,5,1000
