"user_index","child_id","item_rank","story_id"
1,71,1,113
1,71,2,588
1,71,3,650
1,71,4,1101
1,71,5,1178
1,71,6,1337
1,71,7,1356
1,71,8,1562
1,71,9,1659
1,71,10,1900
2,94,1,176
2,94,2,314
2,94,3,463
2,94,4,520
2,94,5,685
2,94,6,697
2,94,7,952
2,94,8,1771
2,94,9,1851
2,94,10,1968
3,362,1,369
3,362,2,517
3,362,3,643
3,362,4,688
3,362,5,907
3,362,6,1125
3,362,7,1130
3,362,8,1150
3,362,9,1405
3,362,10,1948
4,547,1,437
4,547,2,624
4,547,3,627
4,547,4,872
4,547,5,896
4,547,6,946
4,547,7,1137
4,547,8,1299
4,547,9,1495
4,547,10,1916
5,674,1,82
5,674,2,538
5,674,3,891
5,674,4,940
5,674,5,1158
5,674,6,1504
5,674,7,1610
5,674,8,1924
5,674,9,1943
5,674,10,1971
6,984,1,266
6,984,2,345
6,984,3,496
6,984,4,672
6,984,5,755
6,984,6,844
6,984,7,864
6,984,8,1042
6,984,9,1227
6,984,10,1262
7,1470,1,34
7,1470,2,99
7,1470,3,396
7,1470,4,622
7,1470,5,751
7,1470,6,799
7,1470,7,830
7,1470,8,959
7,1470,9,1059
7,1470,10,1472
8,1570,1,135
8,1570,2,274
8,1570,3,715
8,1570,4,840
8,1570,5,899
8,1570,6,998
8,1570,7,1410
8,1570,8,1610
8,1570,9,1869
8,1570,10,1969
9,1644,1,0
9,1644,2,28
9,1644,3,75
9,1644,4,250
9,1644,5,542
9,1644,6,907
9,1644,7,940
9,1644,8,961
9,1644,9,1377
9,1644,10,1416
10,1663,1,424
10,1663,2,489
10,1663,3,532
10,1663,4,582
10,1663,5,618
10,1663,6,648
10,1663,7,811
10,1663,8,964
10,1663,9,1192
10,1663,10,1832
11,1702,1,205
11,1702,2,294
11,1702,3,360
11,1702,4,454
11,1702,5,491
11,1702,6,622
11,1702,7,1377
11,1702,8,1527
11,1702,9,1550
11,1702,10,1891
12,1935,1,75
12,1935,2,311
12,1935,3,438
12,1935,4,465
12,1935,5,742
12,1935,6,991
12,1935,7,1181
12,1935,8,1563
12,1935,9,1584
12,1935,10,1896
13,2062,1,166
13,2062,2,690
13,2062,3,940
13,2062,4,1101
13,2062,5,1262
13,2062,6,1596
13,2062,7,1853
13,2062,8,1883
13,2062,9,1902
